year	sex	occupation	people	score	sei
1860	1	Waiter / Waitress	7926	11	16
1860	1	Weaver	14346	23	6
1860	1	Welder	200	31	24
1860	2	Actor	100	29	60
1860	2	Agent	200	36	68
1860	2	Apprentice	1107	20	35
1860	2	Apprentice - Construction	202	21	29
1860	2	Artist / Art Teacher	605	31	67
1860	2	Author	201	33	76
1860	2	Baker	401	28	22
1860	2	Barber / Beautician	100	19	17
1860	2	Blacksmith	503	25	16
1860	2	Boarding House Keeper	9733	7	30
1860	2	Boatman	200	30	24
1860	2	Bookbinder	201	25	33
1860	2	Bookkeeper	301	22	51
1860	2	Cabinet Maker	500	26	23
1860	2	Carpenter	804	24	19
1860	2	Charwoman	400	14	10
1860	2	Clergyman	300	24	52
1860	2	Clerical Worker	100	25	44
1860	2	College President / Dean	101	41	84
1860	2	Cook	8032	16	15
1860	2	Craftsman	501	32	32
1860	2	Crossing Guard / Toll Collector	402	26	17
1860	2	Dancer / Dance Teacher	100	16	45
1860	2	Delivery Man	100	27	32
1860	2	Dentist	100	63	96
1860	2	Disabled	1305	0	0
1860	2	Dressmaker / Seamstress	131138	12	23
1860	2	Dyer	101	25	12
1860	2	Farm Foreman	402	23	20
1860	2	Farm Laborer	18465	9	6
1860	2	Farm Manager	1606	24	36
1860	2	Farmer	99747	14	14
1860	2	Foremen	101	38	49
1860	2	Furrier	303	32	39
1860	2	Gardener / Groundskeeper	1005	17	11
1860	2	Hospital Attendant	902	16	13
1860	2	Household Worker	616191	9	17
1860	2	Huckster	1403	13	8
1860	2	Inmate	2305	0	0
1860	2	Janitor	100	19	9
1860	2	Jeweler	301	27	36
1860	2	Laborer	18778	20	8
1860	2	Laundry / Dry Cleaning	601	15	15
1860	2	Lawyer / Judge	100	62	93
1860	2	Lumberman	101	12	4
1860	2	Machinist	403	32	33
1860	2	Manager / Owner	21688	42	68
1860	2	Mason	200	29	27
1860	2	Meat Cutter	202	29	29
1860	2	Mechanic	200	30	27
1860	2	Metal Filer	202	30	22
1860	2	Metal Worker	100	32	33
1860	2	Midwife	1404	5	37
1860	2	Miller	100	25	19
1860	2	Milliner	25379	19	46
1860	2	Miner	803	24	10
1860	2	Model Maker	101	34	44
1860	2	Musician / Music Teacher	4715	20	52
1860	2	Nurse	6629	11	22
1860	2	Operative	73186	23	18
1860	2	Painter	201	23	16
1860	2	Pharmacist	201	40	82
1860	2	Photographer	100	27	50
1860	2	Physician / Surgeon	301	80	92
1860	2	Plasterer	200	29	25
1860	2	Policeman / Detective	100	32	39
1860	2	Postmaster	100	29	60
1860	2	Professor	400	41	84
1860	2	Religious Worker	2014	15	56
1860	2	Retired	2711	0	0
1860	2	Sailor	301	23	16
1860	2	Salesman	4616	24	47
1860	2	Security Guard	302	25	18
1860	2	Service Attendant	601	13	26
1860	2	Service Worker	2005	11	11
1860	2	Shoemaker	804	20	12
1860	2	Stationary Engineer	101	36	47
1860	2	Tailor	38441	26	23
1860	2	Teacher	68141	27	72
1860	2	Textile Spinner	5118	18	5
1860	2	Truck / Tractor Driver	200	25	15
1860	2	Typesetter	100	36	52
1860	2	Upholsterer	202	26	22
1860	2	Waiter / Waitress	705	11	16
1860	2	Weaver	27189	23	6
1870	1	Accountant / Auditor	1310	38	78
1870	1	Actor	1507	29	60
1870	1	Advertising Agent	703	35	66
1870	1	Agent	5930	36	68
1870	1	Apprentice	24010	20	35
1870	1	Apprentice - Bricklayer	3320	25	32
1870	1	Apprentice - Carpenter	8443	20	31
1870	1	Apprentice - Construction	5525	21	29
1870	1	Apprentice - Machinist	3212	24	41
1870	1	Apprentice - Mechanic	1710	25	34
1870	1	Apprentice - Metal Working	15780	23	33
1870	1	Apprentice - Plumber	2011	25	33
1870	1	Apprentice - Printing	4522	23	40
1870	1	Architect	1914	54	90
1870	1	Artist / Art Teacher	3716	31	67
1870	1	Athlete	201	23	52
1870	1	Auctioneer	2108	30	40
1870	1	Author	303	33	76
1870	1	Baggageman	2913	30	25
1870	1	Baker	24323	28	22
1870	1	Bank Teller	806	26	52
1870	1	Barber / Beautician	24425	19	17
1870	1	Bartender	16476	25	19
1870	1	Bill Collector	1908	26	39
1870	1	Blacksmith	133448	25	16
1870	1	Blaster	300	26	11
1870	1	Boarding House Keeper	4924	7	30
1870	1	Boatman	19903	30	24
1870	1	Boilermaker	7332	34	39
1870	1	Bookbinder	5127	25	33
1870	1	Bookkeeper	30849	22	51
1870	1	Bootblack	1206	14	8
1870	1	Building Manager	602	20	32
1870	1	Bus Driver	6318	30	24
1870	1	Buyer - Farm	12366	26	33
1870	1	Cabinet Maker	30948	26	23
1870	1	Carpenter	352340	24	19
1870	1	Cashier	604	18	44
1870	1	Charwoman	302	14	10
1870	1	Chemist	1104	40	79
1870	1	Clergyman	45907	24	52
1870	1	Clerical Worker	62494	25	44
1870	1	College President / Dean	101	41	84
1870	1	Constable	4019	24	21
1870	1	Cook	16086	16	15
1870	1	Craftsman	91556	32	32
1870	1	Crossing Guard / Toll Collector	2313	26	17
1870	1	Dancer / Dance Teacher	201	16	45
1870	1	Decorator	101	25	40
1870	1	Delivery Man	3812	27	32
1870	1	Dentist	7136	63	96
1870	1	Designer	202	38	73
1870	1	Disabled	10656	0	0
1870	1	Dispatcher	101	31	40
1870	1	Draftsman	1003	34	67
1870	1	Dressmaker / Seamstress	1706	12	23
1870	1	Dyer	2310	25	12
1870	1	Editor / Reporter	5834	39	82
1870	1	Electrician	101	34	44
1870	1	Electrotyper	100	47	55
1870	1	Engineer	101	49	87
1870	1	Engineer - Civil	4019	46	84
1870	1	Engineer - Mechanical	202	46	82
1870	1	Engineer - Mining	100	48	85
1870	1	Engraver	3516	33	47
1870	1	Entertainer	604	20	31
1870	1	Farm Foreman	2810	23	20
1870	1	Farm Laborer	2595826	15	14
1870	1	Farm Manager	1710	24	36
1870	1	Farmer	3118876	14	14
1870	1	Fireman	6031	31	27
1870	1	Fisherman	24328	16	10
1870	1	Foremen	10358	38	49
1870	1	Forgemen	1308	32	23
1870	1	Forrester	100	29	48
1870	1	Funeral Director	2106	31	59
1870	1	Furnaceman	13162	29	18
1870	1	Furrier	501	32	39
1870	1	Gardener / Groundskeeper	31048	17	11
1870	1	Glazier	904	28	26
1870	1	Hospital Attendant	403	16	13
1870	1	Household Worker	79495	9	17
1870	1	Huckster	32454	13	8
1870	1	Inmate	19096	0	0
1870	1	Inspector	5325	32	42
1870	1	Insurance Agent	12458	36	66
1870	1	Janitor	3016	19	9
1870	1	Jeweler	14776	27	36
1870	1	Laborer	1134710	20	8
1870	1	Laundry / Dry Cleaning	7018	15	15
1870	1	Lawyer / Judge	44027	62	93
1870	1	Librarian	302	22	60
1870	1	Library Attendant	303	13	44
1870	1	Lithographer	1207	47	64
1870	1	Locomotive Engineer	11876	46	58
1870	1	Locomotive Fireman	8755	37	45
1870	1	Longshoreman	6423	25	11
1870	1	Loom Fixer	100	29	10
1870	1	Lumberman	27120	12	4
1870	1	Machinist	51649	32	33
1870	1	Mail Carrier	2312	34	53
1870	1	Manager / Owner	493343	42	68
1870	1	Mason	88049	29	27
1870	1	Meat Cutter	42303	29	29
1870	1	Mechanic	29052	30	27
1870	1	Mechanic - Railroad	1106	32	23
1870	1	Messenger	10651	27	48
1870	1	Metal Filer	5418	30	22
1870	1	Metal Heater	1402	32	29
1870	1	Metal Worker	30239	33	34
1870	1	Military	29943	11	18
1870	1	Miller	37084	25	19
1870	1	Milliner	1009	19	46
1870	1	Millwright	8735	34	31
1870	1	Miner	171550	24	10
1870	1	Model Maker	3314	34	44
1870	1	Molder	29132	28	12
1870	1	Musician / Music Teacher	9053	20	52
1870	1	Newsboy	1909	3	27
1870	1	Nurse	1105	16	34
1870	1	Operative	609233	23	18
1870	1	Optician / Lens Grinder	503	30	39
1870	1	Painter	86449	25	17
1870	1	Paperhanger	2712	15	10
1870	1	Pharmacist	16085	40	82
1870	1	Photographer	6935	27	50
1870	1	Physician / Surgeon	61635	80	92
1870	1	Piano / Organ Tuner	402	24	38
1870	1	Plasterer	19695	29	25
1870	1	Plumber	12969	33	34
1870	1	Policeman / Detective	12456	32	39
1870	1	Porter	17889	18	4
1870	1	Postmaster	3317	29	60
1870	1	Pressman	601	38	49
1870	1	Professional - Misc	3814	33	65
1870	1	Professor	1712	41	84
1870	1	Professor - Geology	100	41	84
1870	1	Professor - Mathematics	100	41	84
1870	1	Professor - Social Science 	202	41	84
1870	1	Public Officials	14974	36	66
1870	1	Railroad Brakeman	12362	36	42
1870	1	Railroad Conductor	8237	43	58
1870	1	Railroad Switchman	1308	36	44
1870	1	Real Estate Agent	9342	35	62
1870	1	Recreation Attendant	201	8	19
1870	1	Religious Worker	400	15	56
1870	1	Retired	77092	0	0
1870	1	Roller	2312	30	22
1870	1	Roofer	2809	23	15
1870	1	Sailor	65509	23	16
1870	1	Salesman	218916	24	47
1870	1	Sawyer	13364	17	5
1870	1	Scientist - Biology	100	41	80
1870	1	Scientist - Geology	101	41	80
1870	1	Secretary	202	22	61
1870	1	Security Guard	13271	25	18
1870	1	Service Attendant	200	13	26
1870	1	Service Worker	2512	11	11
1870	1	Serviceman	101	33	49
1870	1	Sheriff / Bailiff	3321	30	34
1870	1	Ship Officers	15980	42	54
1870	1	Shipping and Receiving	1204	26	22
1870	1	Shoemaker	111359	20	12
1870	1	Sports Instructor / Official	1006	32	64
1870	1	Stationary Engineer	27547	36	47
1870	1	Stone Cutter	19486	28	25
1870	1	Street Car Conductor	2813	33	30
1870	1	Surveyor	2713	28	48
1870	1	Tailor	57391	26	23
1870	1	Taxi Cab Driver / Chauffeur	13171	22	10
1870	1	Teacher	44313	27	72
1870	1	Technician	101	33	62
1870	1	Technician - Testing	101	30	53
1870	1	Telegraph Messenger	601	12	22
1870	1	Telegraph Operator	6639	32	47
1870	1	Temperer	202	31	22
1870	1	Textile Spinner	3412	18	5
1870	1	Therapist	805	26	58
1870	1	Ticket Agent	9655	35	60
1870	1	Tool Maker	804	37	50
1870	1	Truck / Tractor Driver	118214	25	15
1870	1	Typesetter	31352	36	52
1870	1	Upholsterer	3415	26	22
1870	1	Veterinarian	905	42	78
1870	1	Waiter / Waitress	18090	11	16
1870	1	Weaver	11651	23	6
1870	1	Welder	300	31	24
1870	2	Actor	200	29	60
1870	2	Apprentice	4116	20	35
1870	2	Apprentice - Carpenter	101	20	31
1870	2	Apprentice - Construction	101	21	29
1870	2	Apprentice - Mechanic	101	25	34
1870	2	Artist / Art Teacher	502	31	67
1870	2	Author	201	33	76
1870	2	Baker	602	28	22
1870	2	Bank Teller	101	26	52
1870	2	Barber / Beautician	1104	19	17
1870	2	Blacksmith	201	25	16
1870	2	Boarding House Keeper	9138	7	30
1870	2	Boatman	202	30	24
1870	2	Bookbinder	702	25	33
1870	2	Bookkeeper	1204	22	51
1870	2	Building Manager	101	20	32
1870	2	Cabinet Maker	100	26	23
1870	2	Carpenter	302	24	19
1870	2	Cashier	101	18	44
1870	2	Charwoman	100	14	10
1870	2	Clergyman	201	24	52
1870	2	Clerical Worker	2308	25	44
1870	2	College President / Dean	100	41	84
1870	2	Cook	37994	16	15
1870	2	Craftsman	101	32	32
1870	2	Crossing Guard / Toll Collector	300	26	17
1870	2	Delivery Man	101	27	32
1870	2	Disabled	8545	0	0
1870	2	Dressmaker / Seamstress	138614	12	23
1870	2	Dyer	202	25	12
1870	2	Editor / Reporter	100	39	82
1870	2	Electrician	100	34	44
1870	2	Entertainer	101	20	31
1870	2	Farm Laborer	401852	9	6
1870	2	Farm Manager	100	24	36
1870	2	Farmer	46126	14	14
1870	2	Foremen	201	38	49
1870	2	Gardener / Groundskeeper	100	17	11
1870	2	Hospital Attendant	403	16	13
1870	2	Household Worker	869232	9	17
1870	2	Huckster	2110	13	8
1870	2	Inmate	14797	0	0
1870	2	Insurance Agent	604	36	66
1870	2	Janitor	302	19	9
1870	2	Jeweler	101	27	36
1870	2	Laborer	37194	20	8
1870	2	Laundry / Dry Cleaning	4030	15	15
1870	2	Librarian	201	22	60
1870	2	Library Attendant	302	13	44
1870	2	Lithographer	101	47	64
1870	2	Manager / Owner	18179	42	68
1870	2	Mason	301	29	27
1870	2	Meat Cutter	101	29	29
1870	2	Messenger	302	15	28
1870	2	Metal Filer	605	30	22
1870	2	Metal Heater	100	32	29
1870	2	Metal Worker	101	32	33
1870	2	Midwife	1203	5	37
1870	2	Military	100	11	18
1870	2	Miller	100	25	19
1870	2	Milliner	26737	19	46
1870	2	Millwright	100	34	31
1870	2	Miner	302	24	10
1870	2	Musician / Music Teacher	6638	20	52
1870	2	Newsboy	100	3	27
1870	2	Nurse	16289	11	22
1870	2	Operative	182209	23	18
1870	2	Painter	301	25	17
1870	2	Photo Developer	100	23	42
1870	2	Photographer	303	27	50
1870	2	Physician / Surgeon	904	80	92
1870	2	Plasterer	100	29	25
1870	2	Plumber	101	33	34
1870	2	Policeman / Detective	101	32	39
1870	2	Postmaster	201	29	60
1870	2	Professional - Misc	200	33	65
1870	2	Public Officials	100	36	66
1870	2	Religious Worker	7131	15	56
1870	2	Retired	11762	0	0
1870	2	Sailor	201	23	16
1870	2	Salesman	12868	24	47
1870	2	Service Attendant	6331	13	26
1870	2	Service Worker	6030	11	11
1870	2	Shoemaker	302	20	12
1870	2	Tailor	31066	26	23
1870	2	Teacher	89459	27	72
1870	2	Telegraph Operator	502	32	47
1870	2	Textile Spinner	1006	18	5
1870	2	Therapist	100	26	58
1870	2	Ticket Agent	100	35	60
1870	2	Truck / Tractor Driver	100	25	15
1870	2	Typesetter	1108	36	52
1870	2	Upholsterer	201	26	22
1870	2	Waiter / Waitress	7343	11	16
1870	2	Weaver	9755	23	6
1880	1	Accountant / Auditor	2295	38	78
1880	1	Actor	3983	29	60
1880	1	Advertising Agent	499	35	66
1880	1	Agent	20657	36	68
1880	1	Apprentice	20449	20	35
1880	1	Apprentice - Bricklayer	699	25	32
1880	1	Apprentice - Carpenter	5589	20	31
1880	1	Apprentice - Construction	1995	21	29
1880	1	Apprentice - Machinist	4391	24	41
1880	1	Apprentice - Metal Working	8480	23	33
1880	1	Apprentice - Plumber	1694	25	33
1880	1	Apprentice - Printing	2597	23	40
1880	1	Architect	3892	54	90
1880	1	Artist / Art Teacher	5485	31	67
1880	1	Athlete	498	23	52
1880	1	Auctioneer	2594	30	40
1880	1	Author	797	33	76
1880	1	Baggageman	5186	30	25
1880	1	Baker	36718	28	22
1880	1	Bank Teller	1396	26	52
1880	1	Barber / Beautician	43679	19	17
1880	1	Bartender	25639	25	19
1880	1	Bill Collector	3688	26	39
1880	1	Blacksmith	177847	25	16
1880	1	Boarding House Keeper	7586	7	30
1880	1	Boatman	22846	30	24
1880	1	Boilermaker	10973	34	39
1880	1	Bookbinder	6884	25	33
1880	1	Bookkeeper	62745	22	51
1880	1	Bootblack	1896	14	8
1880	1	Building Manager	1696	20	32
1880	1	Bus Driver	3990	30	24
1880	1	Buyer - Farm	23831	26	33
1880	1	Buyer - Store	99	42	72
1880	1	Cabinet Maker	36108	26	23
1880	1	Carpenter	387029	24	19
1880	1	Cashier	2495	18	44
1880	1	Cement / Concrete Finisher	499	27	19
1880	1	Charwoman	600	14	10
1880	1	Chemist	2594	40	79
1880	1	Clergyman	68499	24	52
1880	1	Clerical Worker	98934	25	44
1880	1	College President / Dean	398	41	84
1880	1	Constable	5686	24	21
1880	1	Cook	5690	16	15
1880	1	Craftsman	61142	32	32
1880	1	Crossing Guard / Toll Collector	4192	26	17
1880	1	Dancer / Dance Teacher	100	16	45
1880	1	Delivery Man	12462	27	32
1880	1	Dentist	12171	63	96
1880	1	Designer	798	38	73
1880	1	Disabled	7383	0	0
1880	1	Dispatcher	1198	31	40
1880	1	Draftsman	2394	34	67
1880	1	Dressmaker / Seamstress	998	12	23
1880	1	Dyer	5188	25	12
1880	1	Editor / Reporter	11872	39	82
1880	1	Electrician	400	34	44
1880	1	Electrotyper	999	47	55
1880	1	Engineer - Civil	6381	46	84
1880	1	Engineer - Mechanical	399	46	82
1880	1	Engineer - Mining	999	48	85
1880	1	Engraver	5884	33	47
1880	1	Entertainer	3593	20	31
1880	1	Farm Foreman	3790	23	20
1880	1	Farm Laborer	2913760	9	6
1880	1	Farm Manager	2196	24	36
1880	1	Farmer	4483723	14	14
1880	1	Fireman	16261	31	27
1880	1	Fisherman	34303	16	10
1880	1	Foremen	22943	38	49
1880	1	Forgemen	599	32	23
1880	1	Funeral Director	5784	31	59
1880	1	Furnaceman	42480	29	18
1880	1	Furrier	997	32	39
1880	1	Gardener / Groundskeeper	41906	17	11
1880	1	Glazier	696	28	26
1880	1	Hospital Attendant	1495	16	13
1880	1	Household Worker	200507	9	17
1880	1	Huckster	54049	13	8
1880	1	Inmate	11683	0	0
1880	1	Inspector	7384	32	42
1880	1	Insurance Agent	13365	36	66
1880	1	Janitor	7480	19	9
1880	1	Jeweler	22250	27	36
1880	1	Laborer	1851194	20	8
1880	1	Laundry / Dry Cleaning	16074	15	15
1880	1	Lawyer / Judge	65815	62	93
1880	1	Librarian	298	22	60
1880	1	Lithographer	3493	47	64
1880	1	Locomotive Engineer	16461	46	58
1880	1	Locomotive Fireman	10872	37	45
1880	1	Longshoreman	10575	25	11
1880	1	Loom Fixer	299	29	10
1880	1	Lumberman	50575	12	4
1880	1	Machinist	84404	32	33
1880	1	Mail Carrier	9171	34	53
1880	1	Manager / Owner	629424	42	68
1880	1	Mason	96139	29	27
1880	1	Meat Cutter	77217	29	29
1880	1	Mechanic	30222	30	27
1880	1	Mechanic - Railroad	2296	32	23
1880	1	Messenger	16762	27	48
1880	1	Metal Filer	7390	30	22
1880	1	Metal Heater	2196	32	29
1880	1	Metal Worker	40487	33	34
1880	1	Military	27521	11	18
1880	1	Miller	43282	25	19
1880	1	Milliner	1598	19	46
1880	1	Millwright	9183	34	31
1880	1	Miner	274581	24	10
1880	1	Model Maker	5789	34	44
1880	1	Molder	40395	28	12
1880	1	Motorman	10756	34	34
1880	1	Musician / Music Teacher	17949	20	52
1880	1	Newsboy	3192	3	27
1880	1	Nurse	2294	11	22
1880	1	Operative	989348	23	18
1880	1	Optician / Lens Grinder	1398	30	39
1880	1	Painter	130754	25	17
1880	1	Paperhanger	3990	15	10
1880	1	Pharmacist	28406	40	82
1880	1	Photo Developer	100	23	42
1880	1	Photographer	10667	27	50
1880	1	Physician / Surgeon	86590	80	92
1880	1	Piano / Organ Tuner	1398	24	38
1880	1	Plasterer	27532	29	25
1880	1	Plumber	18655	33	34
1880	1	Policeman / Detective	14858	32	39
1880	1	Porter	21643	18	4
1880	1	Postmaster	5488	29	60
1880	1	Pressman	699	38	49
1880	1	Professional - Misc	3295	33	65
1880	1	Professor	3190	41	84
1880	1	Professor - Chemistry	99	41	84
1880	1	Professor - Geology	100	41	84
1880	1	Professor - Mathematics	200	41	84
1880	1	Professor - Science	100	41	84
1880	1	Public Officials	28125	36	66
1880	1	Purchasing Agent	996	42	77
1880	1	Railroad Brakeman	23342	36	42
1880	1	Railroad Conductor	18353	43	58
1880	1	Railroad Switchman	3191	36	44
1880	1	Real Estate Agent	13753	35	62
1880	1	Recreation Attendant	797	8	19
1880	1	Religious Worker	99	15	56
1880	1	Retired	109228	0	0
1880	1	Road Machinery Operator	698	31	24
1880	1	Roller	2996	30	22
1880	1	Roofer	4591	23	15
1880	1	Sailor	72121	23	16
1880	1	Salesman	362213	24	47
1880	1	Sawyer	9285	17	5
1880	1	Scientist - Biology	199	41	80
1880	1	Scientist - Geology	299	41	80
1880	1	Secretary	1199	22	61
1880	1	Security Guard	22650	25	18
1880	1	Service Attendant	2091	13	26
1880	1	Service Worker	13370	11	11
1880	1	Serviceman	1197	33	49
1880	1	Sheriff / Bailiff	7084	30	34
1880	1	Ship Officers	17955	42	54
1880	1	Shipping and Receiving	7481	26	22
1880	1	Shoemaker	107911	20	12
1880	1	Stationary Engineer	62034	36	47
1880	1	Stock Broker	597	40	73
1880	1	Stone Cutter	29221	28	25
1880	1	Street Car Conductor	1698	33	30
1880	1	Surveyor	3789	28	48
1880	1	Tailor	79299	26	23
1880	1	Taxi Cab Driver / Chauffeur	6883	22	10
1880	1	Teacher	74988	27	72
1880	1	Telegraph Messenger	1497	12	22
1880	1	Telegraph Operator	16164	32	47
1880	1	Telephone Operator	1097	21	45
1880	1	Temperer	398	31	22
1880	1	Textile Spinner	1495	18	5
1880	1	Therapist	700	26	58
1880	1	Ticket Agent	20852	35	60
1880	1	Tool Maker	1097	37	50
1880	1	Truck / Tractor Driver	157797	25	15
1880	1	Typesetter	56060	36	52
1880	1	Union Official	897	40	58
1880	1	Upholsterer	8976	26	22
1880	1	Veterinarian	2894	42	78
1880	1	Waiter / Waitress	27544	11	16
1880	1	Weaver	16657	23	6
1880	1	Welder	198	31	24
1880	2	Actor	1994	29	60
1880	2	Agent	498	36	68
1880	2	Apprentice	5585	20	35
1880	2	Apprentice - Machinist	200	24	41
1880	2	Apprentice - Printing	99	23	40
1880	2	Artist / Art Teacher	3393	31	67
1880	2	Athlete	200	23	52
1880	2	Author	99	33	76
1880	2	Baker	897	28	22
1880	2	Barber / Beautician	2990	19	17
1880	2	Bartender	100	25	19
1880	2	Bill Collector	100	26	39
1880	2	Boarding House Keeper	16963	7	30
1880	2	Boatman	300	30	24
1880	2	Bookbinder	3490	25	33
1880	2	Bookkeeper	2889	22	51
1880	2	Buyer - Farm	100	26	33
1880	2	Cabinet Maker	200	26	23
1880	2	Carpenter	798	24	19
1880	2	Cashier	599	18	44
1880	2	Charwoman	100	14	10
1880	2	Clergyman	898	24	52
1880	2	Clerical Worker	4788	25	44
1880	2	Cook	4787	16	15
1880	2	Craftsman	200	32	32
1880	2	Crossing Guard / Toll Collector	697	26	17
1880	2	Delivery Man	398	27	32
1880	2	Disabled	8179	0	0
1880	2	Dressmaker / Seamstress	233469	12	23
1880	2	Dyer	99	25	12
1880	2	Editor / Reporter	400	39	82
1880	2	Entertainer	398	20	31
1880	2	Farm Foreman	199	23	20
1880	2	Farm Laborer	508897	9	6
1880	2	Farm Manager	400	24	36
1880	2	Farmer	95948	14	14
1880	2	Fireman	99	28	17
1880	2	Fisherman	599	16	10
1880	2	Foremen	599	38	49
1880	2	Funeral Director	99	31	59
1880	2	Furrier	796	32	39
1880	2	Gardener / Groundskeeper	898	17	11
1880	2	Hospital Attendant	698	16	13
1880	2	Household Worker	1096234	9	17
1880	2	Huckster	3786	13	8
1880	2	Inmate	8674	0	0
1880	2	Janitor	697	19	9
1880	2	Jeweler	599	27	36
1880	2	Laborer	157410	20	8
1880	2	Laundry / Dry Cleaning	39807	15	15
1880	2	Librarian	399	22	60
1880	2	Lumberman	500	12	4
1880	2	Machinist	99	32	33
1880	2	Manager / Owner	35500	42	68
1880	2	Mason	400	29	27
1880	2	Meat Cutter	399	29	29
1880	2	Messenger	998	15	28
1880	2	Metal Filer	199	30	22
1880	2	Metal Worker	299	32	33
1880	2	Midwife	2592	5	37
1880	2	Military	300	11	18
1880	2	Miller	398	25	19
1880	2	Milliner	38392	19	46
1880	2	Miner	100	24	10
1880	2	Musician / Music Teacher	16453	20	52
1880	2	Nurse	26836	16	34
1880	2	Operative	303660	23	18
1880	2	Painter	698	25	17
1880	2	Pharmacist	200	40	82
1880	2	Photo Developer	200	23	42
1880	2	Photographer	698	27	50
1880	2	Physician / Surgeon	2592	80	92
1880	2	Postmaster	798	29	60
1880	2	Professional - Misc	599	33	65
1880	2	Public Officials	897	36	66
1880	2	Purchasing Agent	100	42	77
1880	2	Railroad Conductor	99	43	58
1880	2	Religious Worker	7088	15	56
1880	2	Retired	14252	0	0
1880	2	Sailor	299	23	16
1880	2	Salesman	32418	24	47
1880	2	Security Guard	198	25	18
1880	2	Service Attendant	8885	13	26
1880	2	Service Worker	3991	11	11
1880	2	Shoemaker	199	20	12
1880	2	Stationary Engineer	100	36	47
1880	2	Surveyor	100	28	48
1880	2	Tailor	43974	26	23
1880	2	Taxi Cab Driver / Chauffeur	99	22	10
1880	2	Teacher	155996	27	72
1880	2	Telegraph Operator	999	32	47
1880	2	Telephone Operator	100	21	45
1880	2	Temperer	100	31	22
1880	2	Textile Spinner	1292	18	5
1880	2	Ticket Agent	399	35	60
1880	2	Truck / Tractor Driver	199	25	15
1880	2	Typesetter	2193	36	52
1880	2	Union Official	200	40	58
1880	2	Upholsterer	500	26	22
1880	2	Waiter / Waitress	7381	11	16
1880	2	Weaver	11071	23	6
1900	1	Accountant / Auditor	11753	38	78
1900	1	Actor	10449	29	60
1900	1	Advertising Agent	4526	35	66
1900	1	Agent	19299	36	68
1900	1	Apprentice	17486	20	35
1900	1	Apprentice - Bricklayer	1004	25	32
1900	1	Apprentice - Carpenter	3113	20	31
1900	1	Apprentice - Construction	2012	21	29
1900	1	Apprentice - Electrician	1407	25	37
1900	1	Apprentice - Machinist	12049	24	41
1900	1	Apprentice - Mechanic	504	25	34
1900	1	Apprentice - Metal Working	8337	23	33
1900	1	Apprentice - Plumber	2815	25	33
1900	1	Apprentice - Printing	4229	23	40
1900	1	Architect	10151	54	90
1900	1	Artist / Art Teacher	15074	31	67
1900	1	Athlete	3417	23	52
1900	1	Auctioneer	2818	30	40
1900	1	Author	803	33	76
1900	1	Baggageman	7529	30	25
1900	1	Baker	70477	28	22
1900	1	Bank Teller	5029	26	52
